reference_date,target,horizon,target_end_date,value,location,output_type,output_type_id
2026-04-04,wk inc flu hosp,0,2026-04-04,1.060550931021571,AK,quantile,0.01
2026-04-04,wk inc flu hosp,1,2026-04-11,0.63392761901021,AK,quantile,0.01
2026-04-04,wk inc flu hosp,2,2026-04-18,0.37542223412543535,AK,quantile,0.01
2026-04-04,wk inc flu hosp,3,2026-04-25,0.22060543559491635,AK,quantile,0.01
2026-04-04,wk inc flu hosp,0,2026-04-04,1.2286262094974518,AK,quantile,0.025
2026-04-04,wk inc flu hosp,1,2026-04-11,0.8328530181199312,AK,quantile,0.025
2026-04-04,wk inc flu hosp,2,2026-04-18,0.5596046147868037,AK,quantile,0.025
2026-04-04,wk inc flu hosp,3,2026-04-25,0.3402108269743621,AK,quantile,0.025
2026-04-04,wk inc flu hosp,0,2026-04-04,1.434202317893505,AK,quantile,0.05
2026-04-04,wk inc flu hosp,1,2026-04-11,0.9250732380896807,AK,quantile,0.05
2026-04-04,wk inc flu hosp,2,2026-04-18,0.5758833196014166,AK,quantile,0.05
2026-04-04,wk inc flu hosp,3,2026-04-25,0.3557278774678707,AK,quantile,0.05
2026-04-04,wk inc flu hosp,0,2026-04-04,1.5445065915584564,AK,quantile,0.1
2026-04-04,wk inc flu hosp,1,2026-04-11,1.0318162508308888,AK,quantile,0.1
2026-04-04,wk inc flu hosp,2,2026-04-18,0.6325331725180149,AK,quantile,0.1
2026-04-04,wk inc flu hosp,3,2026-04-25,0.404315971583128,AK,quantile,0.1
2026-04-04,wk inc flu hosp,0,2026-04-04,1.6452706560492516,AK,quantile,0.15
2026-04-04,wk inc flu hosp,1,2026-04-11,1.101050190627575,AK,quantile,0.15
2026-04-04,wk inc flu hosp,2,2026-04-18,0.710168206691742,AK,quantile,0.15
2026-04-04,wk inc flu hosp,3,2026-04-25,0.47536273449659344,AK,quantile,0.15
2026-04-04,wk inc flu hosp,0,2026-04-04,1.7047943621873856,AK,quantile,0.2
2026-04-04,wk inc flu hosp,1,2026-04-11,1.1716825038194656,AK,quantile,0.2
2026-04-04,wk inc flu hosp,2,2026-04-18,0.7743586197495461,AK,quantile,0.2
2026-04-04,wk inc flu hosp,3,2026-04-25,0.5000509209930897,AK,quantile,0.2
2026-04-04,wk inc flu hosp,0,2026-04-04,1.7568786665797234,AK,quantile,0.25
2026-04-04,wk inc flu hosp,1,2026-04-11,1.2163223214447498,AK,quantile,0.25
2026-04-04,wk inc flu hosp,2,2026-04-18,0.8218293264508247,AK,quantile,0.25
2026-04-04,wk inc flu hosp,3,2026-04-25,0.5469365548342466,AK,quantile,0.25
2026-04-04,wk inc flu hosp,0,2026-04-04,1.7975450664758683,AK,quantile,0.3
2026-04-04,wk inc flu hosp,1,2026-04-11,1.2576411709189415,AK,quantile,0.3
2026-04-04,wk inc flu hosp,2,2026-04-18,0.8664099022746086,AK,quantile,0.3
2026-04-04,wk inc flu hosp,3,2026-04-25,0.5989513956010342,AK,quantile,0.3
