reference_date,target,horizon,target_end_date,value,location,output_type,output_type_id
2026-03-21,wk inc flu hosp,3,2026-04-11,95.1366319656372,AZ,quantile,0.5
2026-03-21,wk inc flu hosp,0,2026-03-21,198.78420534133912,AZ,quantile,0.55
2026-03-21,wk inc flu hosp,1,2026-03-28,157.17515392303466,AZ,quantile,0.55
2026-03-21,wk inc flu hosp,2,2026-04-04,124.50960369110108,AZ,quantile,0.55
2026-03-21,wk inc flu hosp,3,2026-04-11,97.7705023765564,AZ,quantile,0.55
2026-03-21,wk inc flu hosp,0,2026-03-21,200.40842056274414,AZ,quantile,0.6
2026-03-21,wk inc flu hosp,1,2026-03-28,159.86876487731934,AZ,quantile,0.6
2026-03-21,wk inc flu hosp,2,2026-04-04,127.52356300354003,AZ,quantile,0.6
2026-03-21,wk inc flu hosp,3,2026-04-11,101.30164222717285,AZ,quantile,0.6
2026-03-21,wk inc flu hosp,0,2026-03-21,201.9451144218445,AZ,quantile,0.65
2026-03-21,wk inc flu hosp,1,2026-03-28,161.36530647277831,AZ,quantile,0.65
2026-03-21,wk inc flu hosp,2,2026-04-04,130.8101128578186,AZ,quantile,0.65
2026-03-21,wk inc flu hosp,3,2026-04-11,106.03650794029237,AZ,quantile,0.65
2026-03-21,wk inc flu hosp,0,2026-03-21,203.35623092651366,AZ,quantile,0.7
2026-03-21,wk inc flu hosp,1,2026-03-28,164.36969833374025,AZ,quantile,0.7
2026-03-21,wk inc flu hosp,2,2026-04-04,134.6716848373413,AZ,quantile,0.7
2026-03-21,wk inc flu hosp,3,2026-04-11,109.65689344406128,AZ,quantile,0.7
2026-03-21,wk inc flu hosp,0,2026-03-21,205.75882577896118,AZ,quantile,0.75
2026-03-21,wk inc flu hosp,1,2026-03-28,170.8123278617859,AZ,quantile,0.75
2026-03-21,wk inc flu hosp,2,2026-04-04,144.4181523323059,AZ,quantile,0.75
2026-03-21,wk inc flu hosp,3,2026-04-11,121.53983235359192,AZ,quantile,0.75
2026-03-21,wk inc flu hosp,0,2026-03-21,208.0062114715576,AZ,quantile,0.8
