reference_date,target,horizon,target_end_date,value,location,output_type,output_type_id
2026-03-21,wk inc rsv hosp,0,2026-03-21,7.1870241993665696,AK,quantile,0.01
2026-03-21,wk inc rsv hosp,1,2026-03-28,6.873855084180832,AK,quantile,0.01
2026-03-21,wk inc rsv hosp,2,2026-04-04,6.522214801311494,AK,quantile,0.01
2026-03-21,wk inc rsv hosp,3,2026-04-11,6.200520821213722,AK,quantile,0.01
2026-03-21,wk inc rsv hosp,0,2026-03-21,7.2772580057382585,AK,quantile,0.025
2026-03-21,wk inc rsv hosp,1,2026-03-28,6.991843853890896,AK,quantile,0.025
2026-03-21,wk inc rsv hosp,2,2026-04-04,6.6399034932255745,AK,quantile,0.025
2026-03-21,wk inc rsv hosp,3,2026-04-11,6.344365134835243,AK,quantile,0.025
2026-03-21,wk inc rsv hosp,0,2026-03-21,7.739275926351548,AK,quantile,0.05
2026-03-21,wk inc rsv hosp,1,2026-03-28,8.157105523347855,AK,quantile,0.05
2026-03-21,wk inc rsv hosp,2,2026-04-04,7.916720467805863,AK,quantile,0.05
2026-03-21,wk inc rsv hosp,3,2026-04-11,7.688350242376328,AK,quantile,0.05
2026-03-21,wk inc rsv hosp,0,2026-03-21,8.360767018795013,AK,quantile,0.1
2026-03-21,wk inc rsv hosp,1,2026-03-28,9.101234209537505,AK,quantile,0.1
2026-03-21,wk inc rsv hosp,2,2026-04-04,9.396664261817932,AK,quantile,0.1
2026-03-21,wk inc rsv hosp,3,2026-04-11,9.229549360275268,AK,quantile,0.1
2026-03-21,wk inc rsv hosp,0,2026-03-21,8.72942682504654,AK,quantile,0.15
2026-03-21,wk inc rsv hosp,1,2026-03-28,9.376810151338578,AK,quantile,0.15
2026-03-21,wk inc rsv hosp,2,2026-04-04,9.77721671462059,AK,quantile,0.15
2026-03-21,wk inc rsv hosp,3,2026-04-11,9.741714400053024,AK,quantile,0.15
2026-03-21,wk inc rsv hosp,0,2026-03-21,9.087244510650635,AK,quantile,0.2
2026-03-21,wk inc rsv hosp,1,2026-03-28,9.760033416748048,AK,quantile,0.2
2026-03-21,wk inc rsv hosp,2,2026-04-04,10.127914476394654,AK,quantile,0.2
2026-03-21,wk inc rsv hosp,3,2026-04-11,10.085079312324524,AK,quantile,0.2
2026-03-21,wk inc rsv hosp,0,2026-03-21,9.463939130306244,AK,quantile,0.25
2026-03-21,wk inc rsv hosp,1,2026-03-28,9.932693243026733,AK,quantile,0.25
2026-03-21,wk inc rsv hosp,2,2026-04-04,10.332213819026947,AK,quantile,0.25
2026-03-21,wk inc rsv hosp,3,2026-04-11,10.44014647603035,AK,quantile,0.25
2026-03-21,wk inc rsv hosp,0,2026-03-21,9.708509802818298,AK,quantile,0.3
2026-03-21,wk inc rsv hosp,1,2026-03-28,10.272665417194366,AK,quantile,0.3
2026-03-21,wk inc rsv hosp,2,2026-04-04,10.54435259103775,AK,quantile,0.3
2026-03-21,wk inc rsv hosp,3,2026-04-11,10.837454462051392,AK,quantile,0.3
2026-03-21,wk inc rsv hosp,0,2026-03-21,10.010267812013627,AK,quantile,0.35
2026-03-21,wk inc rsv hosp,1,2026-03-28,10.532216572761536,AK,quantile,0.35
2026-03-21,wk inc rsv hosp,2,2026-04-04,10.830070465803146,AK,quantile,0.35
2026-03-21,wk inc rsv hosp,3,2026-04-11,11.440340340137482,AK,quantile,0.35
2026-03-21,wk inc rsv hosp,0,2026-03-21,10.219156074523926,AK,quantile,0.4
2026-03-21,wk inc rsv hosp,1,2026-03-28,10.799252247810363,AK,quantile,0.4
2026-03-21,wk inc rsv hosp,2,2026-04-04,11.132974481582641,AK,quantile,0.4
2026-03-21,wk inc rsv hosp,3,2026-04-11,11.928753328323365,AK,quantile,0.4
2026-03-21,wk inc rsv hosp,0,2026-03-21,10.356447756290436,AK,quantile,0.45
2026-03-21,wk inc rsv hosp,1,2026-03-28,10.954051828384399,AK,quantile,0.45
2026-03-21,wk inc rsv hosp,2,2026-04-04,11.45861188173294,AK,quantile,0.45
2026-03-21,wk inc rsv hosp,3,2026-04-11,12.135854810476303,AK,quantile,0.45
2026-03-21,wk inc rsv hosp,0,2026-03-21,10.5311399102211,AK,quantile,0.5
2026-03-21,wk inc rsv hosp,1,2026-03-28,11.09931755065918,AK,quantile,0.5
2026-03-21,wk inc rsv hosp,2,2026-04-04,11.64520251750946,AK,quantile,0.5
2026-03-21,wk inc rsv hosp,3,2026-04-11,12.394564807415009,AK,quantile,0.5
2026-03-21,wk inc rsv hosp,0,2026-03-21,10.770229637622833,AK,quantile,0.55
2026-03-21,wk inc rsv hosp,1,2026-03-28,11.391394674777985,AK,quantile,0.55
2026-03-21,wk inc rsv hosp,2,2026-04-04,11.820826375484467,AK,quantile,0.55
2026-03-21,wk inc rsv hosp,3,2026-04-11,12.650047838687897,AK,quantile,0.55
2026-03-21,wk inc rsv hosp,0,2026-03-21,10.991553497314452,AK,quantile,0.6
2026-03-21,wk inc rsv hosp,1,2026-03-28,11.853951907157898,AK,quantile,0.6
2026-03-21,wk inc rsv hosp,2,2026-04-04,12.416332697868347,AK,quantile,0.6
2026-03-21,wk inc rsv hosp,3,2026-04-11,13.290100407600402,AK,quantile,0.6
2026-03-21,wk inc rsv hosp,0,2026-03-21,11.224305593967438,AK,quantile,0.65
2026-03-21,wk inc rsv hosp,1,2026-03-28,12.156642740964891,AK,quantile,0.65
2026-03-21,wk inc rsv hosp,2,2026-04-04,12.952729880809784,AK,quantile,0.65
2026-03-21,wk inc rsv hosp,3,2026-04-11,14.283360570669176,AK,quantile,0.65
2026-03-21,wk inc rsv hosp,0,2026-03-21,11.439324450492858,AK,quantile,0.7
2026-03-21,wk inc rsv hosp,1,2026-03-28,12.529938125610352,AK,quantile,0.7
2026-03-21,wk inc rsv hosp,2,2026-04-04,13.844501173496248,AK,quantile,0.7
